,Burst_Error_Rate,Distance,Physical_Error_Rate,Number_of_Rounds,Logical_Error_Rate
160,0.14,9,0.0225,24,0.0116
161,0.14,9,0.0225,36,0.0192
162,0.14,9,0.0225,48,0.0222
163,0.14,9,0.0225,60,0.0298
164,0.14,9,0.0225,24,0.1708
165,0.14,9,0.0225,36,0.171
166,0.14,9,0.0225,48,0.1727
167,0.14,9,0.0225,60,0.17
168,0.15000000000000002,5,0.0225,24,0.0786
169,0.15000000000000002,5,0.0225,36,0.112
170,0.15000000000000002,5,0.0225,48,0.1504
171,0.15000000000000002,5,0.0225,60,0.1733
172,0.15000000000000002,5,0.0225,24,0.2209
173,0.15000000000000002,5,0.0225,36,0.2387
174,0.15000000000000002,5,0.0225,48,0.259
175,0.15000000000000002,5,0.0225,60,0.2758
176,0.15000000000000002,7,0.0225,24,0.0315
177,0.15000000000000002,7,0.0225,36,0.0475
178,0.15000000000000002,7,0.0225,48,0.0651
179,0.15000000000000002,7,0.0225,60,0.0758
180,0.15000000000000002,7,0.0225,24,0.1976
181,0.15000000000000002,7,0.0225,36,0.2057
182,0.15000000000000002,7,0.0225,48,0.2177
183,0.15000000000000002,7,0.0225,60,0.2267
184,0.15000000000000002,9,0.0225,24,0.0128
185,0.15000000000000002,9,0.0225,36,0.0203
186,0.15000000000000002,9,0.0225,48,0.0241
187,0.15000000000000002,9,0.0225,60,0.0315
188,0.15000000000000002,9,0.0225,24,0.1914
189,0.15000000000000002,9,0.0225,36,0.1916
190,0.15000000000000002,9,0.0225,48,0.2078
191,0.15000000000000002,9,0.0225,60,0.2008
192,0.16,5,0.0225,24,0.0796
193,0.16,5,0.0225,36,0.1135
194,0.16,5,0.0225,48,0.1479
195,0.16,5,0.0225,60,0.1739
196,0.16,5,0.0225,24,0.2304
197,0.16,5,0.0225,36,0.2526
198,0.16,5,0.0225,48,0.2747
199,0.16,5,0.0225,60,0.2829
200,0.16,7,0.0225,24,0.0317
201,0.16,7,0.0225,36,0.0491
202,0.16,7,0.0225,48,0.0596
203,0.16,7,0.0225,60,0.0789
204,0.16,7,0.0225,24,0.2205
205,0.16,7,0.0225,36,0.2251
206,0.16,7,0.0225,48,0.2364
207,0.16,7,0.0225,60,0.2476
208,0.16,9,0.0225,24,0.0137
209,0.16,9,0.0225,36,0.0174
210,0.16,9,0.0225,48,0.0261
211,0.16,9,0.0225,60,0.034
212,0.16,9,0.0225,24,0.2136
213,0.16,9,0.0225,36,0.2186
214,0.16,9,0.0225,48,0.2172
215,0.16,9,0.0225,60,0.2242
0,0.08,11,0.0225,24,0.0052
1,0.08,11,0.0225,36,0.0063
2,0.08,11,0.0225,48,0.0081
3,0.08,11,0.0225,60,0.0132
4,0.08,11,0.0225,24,0.0297
5,0.08,11,0.0225,36,0.0338
6,0.08,11,0.0225,48,0.0364
7,0.08,11,0.0225,60,0.0397
8,0.08,13,0.0225,24,0.0028
9,0.08,13,0.0225,36,0.0031
10,0.08,13,0.0225,48,0.0042
11,0.08,13,0.0225,60,0.0047
12,0.08,13,0.0225,24,0.0236
13,0.08,13,0.0225,36,0.0245
14,0.08,13,0.0225,48,0.0253
15,0.08,13,0.0225,60,0.0272
16,0.09,11,0.0225,24,0.0063
17,0.09,11,0.0225,36,0.0074
18,0.09,11,0.0225,48,0.0096
19,0.09,11,0.0225,60,0.0142
20,0.09,11,0.0225,24,0.0446
21,0.09,11,0.0225,36,0.0499
22,0.09,11,0.0225,48,0.0492
23,0.09,11,0.0225,60,0.0503
24,0.09,13,0.0225,24,0.0024
25,0.09,13,0.0225,36,0.0035
26,0.09,13,0.0225,48,0.0036
27,0.09,13,0.0225,60,0.0049
28,0.09,13,0.0225,24,0.0391
29,0.09,13,0.0225,36,0.0341
30,0.09,13,0.0225,48,0.0384
31,0.09,13,0.0225,60,0.0393
32,0.1,11,0.0225,24,0.0051
33,0.1,11,0.0225,36,0.0086
34,0.1,11,0.0225,48,0.0097
35,0.1,11,0.0225,60,0.012
36,0.1,11,0.0225,24,0.0627
37,0.1,11,0.0225,36,0.0626
38,0.1,11,0.0225,48,0.0638
39,0.1,11,0.0225,60,0.0689
40,0.1,13,0.0225,24,0.0017
41,0.1,13,0.0225,36,0.0029
42,0.1,13,0.0225,48,0.0046
43,0.1,13,0.0225,60,0.0047
44,0.1,13,0.0225,24,0.0515
45,0.1,13,0.0225,36,0.0509
46,0.1,13,0.0225,48,0.0533
47,0.1,13,0.0225,60,0.0563
48,0.11,11,0.0225,24,0.0056
49,0.11,11,0.0225,36,0.008
50,0.11,11,0.0225,48,0.0096
51,0.11,11,0.0225,60,0.0139
52,0.11,11,0.0225,24,0.0803
53,0.11,11,0.0225,36,0.0866
54,0.11,11,0.0225,48,0.086
55,0.11,11,0.0225,60,0.0907
56,0.11,13,0.0225,24,0.0015
57,0.11,13,0.0225,36,0.0023
58,0.11,13,0.0225,48,0.0035
59,0.11,13,0.0225,60,0.0067
60,0.11,13,0.0225,24,0.0711
61,0.11,13,0.0225,36,0.0763
62,0.11,13,0.0225,48,0.0751
63,0.11,13,0.0225,60,0.0712
64,0.12,11,0.0225,24,0.0057
65,0.12,11,0.0225,36,0.0081
66,0.12,11,0.0225,48,0.0098
67,0.12,11,0.0225,60,0.0105
68,0.12,11,0.0225,24,0.1072
69,0.12,11,0.0225,36,0.1105
70,0.12,11,0.0225,48,0.1085
71,0.12,11,0.0225,60,0.1076
72,0.12,13,0.0225,24,0.0026
73,0.12,13,0.0225,36,0.0023
74,0.12,13,0.0225,48,0.004
75,0.12,13,0.0225,60,0.0043
76,0.12,13,0.0225,24,0.0978
77,0.12,13,0.0225,36,0.1
78,0.12,13,0.0225,48,0.0949
79,0.12,13,0.0225,60,0.0971
80,0.13,11,0.0225,24,0.0052
81,0.13,11,0.0225,36,0.0064
82,0.13,11,0.0225,48,0.0102
83,0.13,11,0.0225,60,0.0131
84,0.13,11,0.0225,24,0.1303
85,0.13,11,0.0225,36,0.1322
86,0.13,11,0.0225,48,0.1345
87,0.13,11,0.0225,60,0.1487
88,0.13,13,0.0225,24,0.0018
89,0.13,13,0.0225,36,0.0035
90,0.13,13,0.0225,48,0.0047
91,0.13,13,0.0225,60,0.0045
92,0.13,13,0.0225,24,0.1247
93,0.13,13,0.0225,36,0.1252
94,0.13,13,0.0225,48,0.1335
95,0.13,13,0.0225,60,0.1302
96,0.14,11,0.0225,24,0.0046
97,0.14,11,0.0225,36,0.0072
98,0.14,11,0.0225,48,0.0097
99,0.14,11,0.0225,60,0.0128
100,0.14,11,0.0225,24,0.16
101,0.14,11,0.0225,36,0.1708
102,0.14,11,0.0225,48,0.1633
103,0.14,11,0.0225,60,0.1653
104,0.14,13,0.0225,24,0.0025
105,0.14,13,0.0225,36,0.0031
106,0.14,13,0.0225,48,0.0028
107,0.14,13,0.0225,60,0.0071
108,0.14,13,0.0225,24,0.1607
109,0.14,13,0.0225,36,0.164
110,0.14,13,0.0225,48,0.1607
111,0.14,13,0.0225,60,0.1574
112,0.15000000000000002,11,0.0225,24,0.0044
113,0.15000000000000002,11,0.0225,36,0.0064
114,0.15000000000000002,11,0.0225,48,0.011
115,0.15000000000000002,11,0.0225,60,0.0114
116,0.15000000000000002,11,0.0225,24,0.1908
117,0.15000000000000002,11,0.0225,36,0.1879
118,0.15000000000000002,11,0.0225,48,0.1861
119,0.15000000000000002,11,0.0225,60,0.197
120,0.15000000000000002,13,0.0225,24,0.0028
121,0.15000000000000002,13,0.0225,36,0.0027
122,0.15000000000000002,13,0.0225,48,0.0033
123,0.15000000000000002,13,0.0225,60,0.005
124,0.15000000000000002,13,0.0225,24,0.1954
125,0.15000000000000002,13,0.0225,36,0.1855
126,0.15000000000000002,13,0.0225,48,0.1962
127,0.15000000000000002,13,0.0225,60,0.2012
128,0.16,11,0.0225,24,0.0039
129,0.16,11,0.0225,36,0.0074
130,0.16,11,0.0225,48,0.0095
131,0.16,11,0.0225,60,0.0138
132,0.16,11,0.0225,24,0.2219
133,0.16,11,0.0225,36,0.2133
134,0.16,11,0.0225,48,0.2188
135,0.16,11,0.0225,60,0.226
136,0.16,13,0.0225,24,0.0023
137,0.16,13,0.0225,36,0.003
138,0.16,13,0.0225,48,0.0049
139,0.16,13,0.0225,60,0.0047
140,0.16,13,0.0225,24,0.2228
141,0.16,13,0.0225,36,0.2232
142,0.16,13,0.0225,48,0.2237
143,0.16,13,0.0225,60,0.2303

